WOD_2__Policy_Filter_Condition__c,WOD_2__Transfer_Fee__c,Mark_Policy_As_Primary_HDI__c,Coverage_transfer_window_period_fromdate__c,WOD_2__Coverage_Based_On__c,EWP_End_WP_from_Shipment_Date_HDI__c,WOD_2__Sub_Type__c,Machine_Hours_Energy_Units_Covered_HDI__c,WOD_2__Transferable_Month__c,Comments__c,Policy_Name_HDI__c,WOD_2__Months_Covered_From__c,Job_Code_Group_HDI__c,Build_Date_Applicable_HDI__c,Is_Third_Party_Policy_HDI__c,WOD_2__Description__c,WOD_2__Pricebook_Type__c,Name,WOD_2__Terms_Condition__c,Business_Unit_HDI__c,Customer_Type__c,WOD_2__Is_Policy_Optional__c,WOD_2__Type__c,Installer_Certification_Status_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,WOD_2__Active_From__c,Registration_Price__c,WOD_2__Status__c,Limit_of_Liability_HDI__c,WOD_2__Business_Units__c,Is_Attachment_Mandatory_HDI__c,WOD_2__Days_Covered__c,WOD_2__Inclusion__c,Months_Covered_From_Invoice_Date_HDI__c,WOD_2__Transferable__c,WOD_2__Months_Covered__c,WOD_2__Days_Covered_From__c,Maxi_number_of_transfer_to_end_customers__c,WOD_2__Category_To_Apply_Degradation__c,Is_Policy_Applicable_for_DR_HDI__c,WOD_2__Active_Until__c,EWP_Start_WP_from_Delivery_Date_HDI__c,WOD_2__Exclusion__c,WOD_2__Expression__c,Months_Covered_From_Shipment_HDI__c,Months_Covered_FRM_OriginalDate_HDI__c,Ownership_State_HDI__c,WOD_2__Priority__c,Forced_Selection_Needed_During_DR_HDI__c,External_ID_HDI__c,Months_Covered_From_Build_Date_HDI__c,Policy_Group_Name_HDI__c,Item_Condition_HDI__c,WOD_2__Default_Policy_Definition__c,WOD_2__Extended_Policy_Cost__c,EWP_End_WP_from_Delivery_Date_HDI__c
OR,100.0,False,,,99999.0,,6000.0,,,60 Months 6000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,60 Months 6000 Hours Protection Plus POWERTRAIN,,EXT-PP-60-6000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,60.0,,,,False,2060-01-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5190.0,False,110000000021420,,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,7500.0,,,60 Months 7500 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,60 Months 7500 Hours Protection Plus POWERTRAIN,,EXT-PP-60-7500-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,60.0,,,,False,2060-01-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5193.0,False,110000000021440,,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,2000.0,,,24 Months 2000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,DRIVELINE_HYDRAULIC;Emissions,False,False,24 Months 2000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-24-2000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,24.0,,,,False,2060-01-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5030.0,False,110000000021460,,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,3000.0,,,24 Months 3000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,DRIVELINE_HYDRAULIC;Emissions,False,False,24 Months 3000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-24-3000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,24.0,,,,False,2060-01-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5038.0,False,110000000021480,,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,4000.0,,,24 Months 4000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,DRIVELINE_HYDRAULIC;Emissions,False,False,24 Months 4000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-24-4000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,24.0,,,,False,2060-01-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5044.0,False,110000000021500,,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,5000.0,,,24 Months 5000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,DRIVELINE_HYDRAULIC;Emissions,False,False,24 Months 5000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-24-5000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,24.0,,,,False,2060-01-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5050.0,False,110000000021520,,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,False,,99999.0
OR,0.0,False,,,0.0,,2000.0,,,Standard 12 Monht/2000 Hour Warranty,,,False,False,Standard 12 Monht/2000 Hour Warranty,,STD-S-12-2000-FULL-LP-CO,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,STANDARD,ANY,False,2011-08-01,,Inactive,,NORTHAMERICA,False,,,,True,12.0,,,,True,2020-12-31,0.0,,,999.0,12.0,First Owner,135.0,False,110000000020940,,PARTS_LABOR,NEW,False,,0.0
OR,0.0,False,,,99999.0,,6000.0,,,Extended 36 Month/6000 Hour Labor Parts Warranty Oceania,,STANDARD_FULL,False,False,Extended 36 Month/6000 Hour Labor Parts Warranty Oceania,,EXT-S-36-6000-FULL-LP-CO,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2008-08-01,,Active,,NORTHAMERICA,False,,,,True,36.0,,,,False,2012-02-08,0.0,,,999.0,36.0,First Owner,136.0,False,110000000020925,,PARTS_LABOR,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,1500.0,,,ELITE USED 12-1500-POWERTRAIN_HYDRAULIC-LP,,,False,False,ELITE USED 12-1500-POWERTRAIN_HYDRAULIC-LP,,ELITE-EXT-S-12-1500-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Active,,NORTHAMERICA,False,,,,True,12.0,,,,False,2020-10-31,0.0,,,999.0,12.0,First Owner;Preowned;Dealer Rental,6138.0,False,110000000021020,,ELITE Policies,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,2000.0,,,24 Months 2000 Hours Protection Plus Full,,STANDARD_FULL,False,False,24 Months 2000 Hours Protection Plus Full,,EXT-PP-24-2000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,24.0,,,,False,2060-01-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5026.0,False,110000000021940,,FULL;PARTS_LABOR,NEW,False,,99999.0
OR,0.0,False,,,0.0,,7500.0,,,Sales 60 Month 7500 Hour Warranty -3 Machine Promo Special,,DRIVELINE_HYDRAULIC;Emissions,False,False,Sales 60 Month 7500 Hour Warranty -3 Machine Promo Special,,STD-SL-60-7500-DRIVELINE_HYDRAULIC-LP-3 PROMO WARRANTY,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province",True,STANDARD,ANY,False,2016-01-01,,Active,,NORTHAMERICA,False,,,,True,60.0,,,,False,2025-02-01,0.0,,,,60.0,First Owner,140.0,False,110000000028700,,PARTS_LABOR,NEW,False,,0.0
OR,0.0,False,,,99999.0,,10000.0,,,60 Months 10000 Hours Protection Plus Full,,STANDARD_FULL,False,False,60 Months 10000 Hours Protection Plus Full,,EXT-PP-60-10000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,60.0,,,,False,2060-05-09,0.0,,,,,First Owner;Preowned;Dealer Rental,5211.0,False,110000000028780,,FULL;PARTS_LABOR,NEW,False,,99999.0
OR,0.0,False,9999999999.0,,99999.0,,1000.0,,,12 Months 1000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,DRIVELINE_HYDRAULIC;Emissions,False,False,12 Months 1000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-12-1000-POWERTRAIN_HYDRAULICS-LP,Updated active from date,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-05-15,,Active,,NORTHAMERICA,False,,,,True,12.0,,,,False,2060-05-18,0.0,,,,,First Owner;Preowned;Dealer Rental,5003.0,False,110000000028800,,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,8000.0,,,24 Months 8000 Hours Protection Plus Full,,STANDARD_FULL,False,False,24 Months 8000 Hours Protection Plus Full,,EXT-PP-24-8000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,,True,24.0,,,,False,2099-01-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5064.0,False,110000000030900,,FULL;PARTS_LABOR,NEW,False,,99999.0
OR,0.0,False,9999999999.0,,99999.0,,3000.0,,,12 Months 3000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,DRIVELINE_HYDRAULIC;Emissions,False,False,12 Months 3000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-12-3000-POWERTRAIN_HYDRAULICS-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2014-09-01,,Active,,NORTHAMERICA,False,,,,True,12.0,,,,False,2055-09-01,0.0,,,,,First Owner;Preowned;Dealer Rental,5012.0,False,110000000030980,,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,False,,99999.0
