WOD_2__Policy_Filter_Condition__c,WOD_2__Transfer_Fee__c,Mark_Policy_As_Primary_HDI__c,Coverage_transfer_window_period_fromdate__c,WOD_2__Coverage_Based_On__c,EWP_End_WP_from_Shipment_Date_HDI__c,WOD_2__Sub_Type__c,Machine_Hours_Energy_Units_Covered_HDI__c,WOD_2__Transferable_Month__c,Comments__c,Policy_Name_HDI__c,WOD_2__Months_Covered_From__c,Job_Code_Group_HDI__c,Build_Date_Applicable_HDI__c,Is_Third_Party_Policy_HDI__c,WOD_2__Description__c,WOD_2__Pricebook_Type__c,Name,WOD_2__Terms_Condition__c,Business_Unit_HDI__c,Customer_Type__c,WOD_2__Is_Policy_Optional__c,WOD_2__Type__c,Installer_Certification_Status_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,WOD_2__Active_From__c,Registration_Price__c,WOD_2__Status__c,Limit_of_Liability_HDI__c,WOD_2__Business_Units__c,Is_Attachment_Mandatory_HDI__c,WOD_2__Days_Covered__c,WOD_2__Inclusion__c,Months_Covered_From_Invoice_Date_HDI__c,WOD_2__Transferable__c,WOD_2__Months_Covered__c,WOD_2__Days_Covered_From__c,Maxi_number_of_transfer_to_end_customers__c,WOD_2__Category_To_Apply_Degradation__c,Is_Policy_Applicable_for_DR_HDI__c,WOD_2__Active_Until__c,EWP_Start_WP_from_Delivery_Date_HDI__c,WOD_2__Exclusion__c,WOD_2__Expression__c,Months_Covered_From_Shipment_HDI__c,Months_Covered_FRM_OriginalDate_HDI__c,Ownership_State_HDI__c,WOD_2__Priority__c,Forced_Selection_Needed_During_DR_HDI__c,External_ID_HDI__c,Months_Covered_From_Build_Date_HDI__c,Policy_Group_Name_HDI__c,Item_Condition_HDI__c,WOD_2__Default_Policy_Definition__c,WOD_2__Extended_Policy_Cost__c,EWP_End_WP_from_Delivery_Date_HDI__c
OR,0.0,False,,,99999.0,,4000.0,,,Extended Standard 24 Months or 4000 Hours Full machine Distance Labor Parts,,,False,False,Extended Standard 24 Months or 4000 Hours Full machine Distance Labor Parts,,EXT-S-24-4000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,Active,,EUROPE,False,,,72.0,True,24.0,,,,False,2040-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Preowned;Dealer Rental,391.0,False,110000000019540,0.0,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;PREOWNED;PREMIUM_RENTAL;CONSIGNMENT,False,,99999.0
OR,0.0,False,,,99999.0,,2500.0,,,Elite Extended Warranty 24 Months 2500 Hours,,,False,False,Elite Extended Warranty 24 Months 2500 Hours,,ELITE-EXT-S-24-2500-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2020-01-01,0.0,,,999.0,24.0,First Owner;Preowned;Dealer Rental,7602.0,False,110000000020220,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,3000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-24-3000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2020-01-01,0.0,,,999.0,24.0,First Owner;Preowned;Dealer Rental,7603.0,False,110000000020240,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,4000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-24-4000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2020-01-01,0.0,,,999.0,24.0,First Owner;Preowned;Dealer Rental,7604.0,False,110000000020260,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,6000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-24-6000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2020-01-01,0.0,,,999.0,24.0,First Owner;Preowned;Dealer Rental,7605.0,False,110000000020280,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,6000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-24-6000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2020-01-01,0.0,,,999.0,24.0,First Owner;Preowned;Dealer Rental,7606.0,False,110000000020300,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,2000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-2000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7607.0,False,110000000020320,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,2000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-2000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7608.0,False,110000000020340,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,3000.0,,,Elite Extended Warranty 36/3000 Full,,,False,False,Elite Extended Warranty 36/3000 Full,,ELITE-EXT-S-36-3000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7609.0,False,110000000020360,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,3000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-3000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7610.0,False,110000000020380,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,4000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-4000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7611.0,False,110000000020400,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,5000.0,,,Elite Extended Warranty 36 Months 5000 Hours,,,False,False,Elite Extended Warranty 36 Months 5000 Hours,,ELITE-EXT-S-36-5000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7614.0,False,110000000020440,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,6000.0,,,Elite Extended Warranty 36 Months 6000 Hours Full,,,False,False,Elite Extended Warranty 36 Months 6000 Hours Full,,ELITE-EXT-S-36-6000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7615.0,False,110000000020460,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,6000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-6000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7616.0,False,110000000020480,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,6000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-6000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7617.0,False,110000000020500,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,7500.0,,,Elite Extended Warranty 36 Months 7500 Hours,,,False,False,Elite Extended Warranty 36 Months 7500 Hours,,ELITE-EXT-S-36-7500-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7618.0,False,110000000020520,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,7500.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-36-7500-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2020-01-01,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7619.0,False,110000000020540,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,4000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-48-4000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2020-01-01,0.0,,,999.0,48.0,First Owner;Preowned;Dealer Rental,7620.0,False,110000000020560,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,7500.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-48-7500-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2020-01-01,0.0,,,999.0,48.0,First Owner;Preowned;Dealer Rental,7622.0,False,110000000020600,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,7500.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-48-7500-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2020-01-01,0.0,,,999.0,48.0,First Owner;Preowned;Dealer Rental,7623.0,False,110000000020620,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,2000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-60-2000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,60.0,,,,False,2020-01-01,0.0,,,999.0,60.0,First Owner;Preowned;Dealer Rental,7625.0,False,110000000020640,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,4000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-60-4000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,60.0,,,,False,2020-01-01,0.0,,,999.0,60.0,First Owner;Preowned;Dealer Rental,7627.0,False,110000000020680,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,5000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-60-4000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2000-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,60.0,,,,False,2020-01-01,0.0,,,999.0,60.0,First Owner;Preowned;Dealer Rental,7628.0,False,110000000020700,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,0.0,,2000.0,,,Extended Standard 24 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Extended Standard 24 Months or 2000 Hours Full machine Distance Labour Parts,,EXT-S-24-2000-FULL-DLP,,EUROPE,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,True,EXTENDED,ANY,False,2020-05-01,,Active,,EUROPE,False,,,0.0,True,24.0,,,,False,2060-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,555.0,False,110000000020980,0.0,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;PREOWNED,False,,999999.0
OR,0.0,False,,,99999.0,,5000.0,,,ELITE-EXT-S-48-5000-POWERTRAIN_HYDRAULIC-LP,,,False,False,ELITE-EXT-S-48-5000-POWERTRAIN_HYDRAULIC-LP,,ELITE-EXT-S-48-5000-POWERTRAIN_HYDRAULIC-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2001-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2020-01-31,0.0,,,999.0,48.0,First Owner;Preowned;Dealer Rental,7641.0,False,110000000021000,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,99999.0,,10000.0,,,Elite Extended Warranty,,,False,False,Elite Extended Warranty,,ELITE-EXT-S-48-10000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2010-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,48.0,,,,False,2029-08-31,0.0,,,999.0,48.0,First Owner;Preowned;Dealer Rental,7648.0,False,110000000021180,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,0.0,,9999999.0,,,Goodwill Major Components Parts Only,,EXT-S-36-5000-FULL-P,False,False,Goodwill Major Components Parts Only,,GW-SL-MAJOR_COMPONENTS-P,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,GOODWILL,ANY,False,2008-01-01,,Active,,NORTHAMERICA,False,,,0.0,False,0.0,,,,False,2099-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,9015.0,False,110000000021203,0.0,PARTS,NEW;PREOWNED,False,,0.0
OR,0.0,False,,,99999.0,,2000.0,,,Elite Extended Warranty 36/2000 Full,,,False,False,Elite Extended Warranty 36/2000 Full,,ELITE-EXT-S-36-2000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2014-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2018-01-31,0.0,,,999.0,36.0,First Owner;Preowned;Dealer Rental,7650.0,False,110000000021220,0.0,ELITE Policies,NEW,False,,99999.0
OR,0.0,False,,,0.0,,4500.0,,,Extended Key Accounts 36 Months or 4500 Hours Full machine Distance Labour Parts Manually Added,,,False,False,Extended Key Accounts 36 Months or 4500 Hours Full machine Distance Labour Parts Manually Added,,EXT-KA-36-4500-FULL-DLP-M,,EUROPE,National Account,True,EXTENDED,ANY,False,2012-01-01,,Inactive,,EUROPE,False,,,0.0,False,36.0,,,,False,2040-12-31,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,704.0,False,110000000021342,0.0,FULL;DISTANCE_LABOUR_PARTS,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,5000.0,,,60 Months 5000 Hours Protection Plus Full,,STANDARD_FULL,False,False,60 Months 5000 Hours Protection Plus Full,,EXT-PP-60-5000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Dealer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,60.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5184.0,False,110000000022360,0.0,FULL;PARTS_LABOR,NEW;PREOWNED;CONSIGNMENT,False,,99999.0
OR,100.0,False,,,99999.0,,6000.0,,,60 Months 6000 Hours Protection Plus Full,,STANDARD_FULL,False,False,60 Months 6000 Hours Protection Plus Full,,EXT-PP-60-6000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,60.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5188.0,False,110000000022380,0.0,FULL;PARTS_LABOR,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,7500.0,,,60 Months 7500 Hours Protection Plus Full,,STANDARD_FULL,False,False,60 Months 7500 Hours Protection Plus Full,,EXT-PP-60-7500-FULL-LPT,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,60.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5191.0,False,110000000022400,0.0,FULL;PARTS_SLP_LABOR,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,2000.0,,,24 Months 2000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,24 Months 2000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-2000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5028.0,False,110000000022420,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,3000.0,,,24 Months 3000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,24 Months 3000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-3000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5036.0,False,110000000022440,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,4000.0,,,24 Months 4000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,24 Months 4000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-4000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5042.0,False,110000000022460,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,5000.0,,,24 Months 5000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,24 Months 5000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-5000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5048.0,False,110000000022480,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,6000.0,,,24 Months 6000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,24 Months 6000 Hours Protection Plus POWERTRAIN,,EXT-PP-24-6000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5054.0,False,110000000022500,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,7500.0,,,24 Months 7500 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,24 Months 7500 Hours Protection Plus POWERTRAIN,,EXT-PP-24-7500-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,24.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5058.0,False,110000000022520,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,2000.0,,,36 Months 2000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,36 Months 2000 Hours Protection Plus POWERTRAIN,,EXT-PP-36-2000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5080.0,False,110000000022540,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,3000.0,,,36 Months 3000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,36 Months 3000 Hours Protection Plus POWERTRAIN,,EXT-PP-36-3000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5086.0,False,110000000022560,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
OR,100.0,False,,,99999.0,,4000.0,,,36 Months 4000 Hours Protection Plus POWERTRAIN,,Emissions;POWERTRAIN-LP,False,False,36 Months 4000 Hours Protection Plus POWERTRAIN,,EXT-PP-36-4000-POWERTRAIN-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2013-01-01,,Active,,NORTHAMERICA,False,,,0.0,True,36.0,,,,False,2060-01-01,0.0,,,0.0,0.0,First Owner;Preowned;Dealer Rental,5092.0,False,110000000022580,0.0,PARTS_LABOR;POWERTRAIN,NEW,False,,99999.0
